Date,P/E,P/B,Div Yield %,Close,Previous Returns,Returns
17-Apr-20,20.85,2.64,1.64,9266.75,0.75,3
20-Apr-20,20.75,2.64,1.64,9261.85,3,-0.05
21-Apr-20,20.1,2.56,1.69,8981.45,-0.05,-3.07
22-Apr-20,20.56,2.62,1.66,9187.3,-3.07,2.27
23-Apr-20,20.84,2.65,1.63,9313.9,2.27,1.37
24-Apr-20,20.48,2.61,1.66,9154.4,1.37,-1.73
27-Apr-20,20.77,2.65,1.64,9282.3,-1.73,1.39
28-Apr-20,21,2.67,1.62,9380.9,1.39,1.06
29-Apr-20,21.65,2.72,1.59,9553.35,1.06,1.82
30-Apr-20,22.35,2.81,1.54,9859.9,1.82,3.16
04-May-20,21.39,2.65,1.64,9293.5,3.16,-5.92
05-May-20,21.19,2.62,1.65,9205.6,-5.92,-0.95
06-May-20,21.34,2.64,1.64,9270.9,-0.95,0.71
07-May-20,21.18,2.62,1.65,9199.05,0.71,-0.78
08-May-20,21.28,2.64,1.64,9251.5,-0.78,0.57
11-May-20,21.21,2.63,1.65,9239.2,0.57,-0.13
12-May-20,21.11,2.62,1.65,9196.55,-0.13,-0.46
13-May-20,21.51,2.67,1.62,9383.55,-0.46,2.01
14-May-20,21,2.6,1.67,9142.75,2.01,-2.6
15-May-20,20.98,2.6,1.67,9136.85,-2.6,-0.06
18-May-20,20.26,2.51,1.73,8823.25,-0.06,-3.49
19-May-20,20.39,2.53,1.72,8879.1,-3.49,0.63
20-May-20,21.16,2.58,1.68,9066.55,0.63,2.09
21-May-20,21.14,2.59,1.67,9106.25,2.09,0.44
22-May-20,20.97,2.57,1.69,9039.25,0.44,-0.74
26-May-20,21.1,2.57,1.69,9029.05,-0.74,-0.11
27-May-20,21.77,2.65,1.64,9314.95,-0.11,3.12
28-May-20,22.17,2.7,1.61,9490.1,3.12,1.86
29-May-20,22.38,2.73,1.59,9580.3,1.86,0.95
01-Jun-20,22.96,2.8,1.55,9826.15,0.95,2.53
02-Jun-20,23.31,2.84,1.53,9979.1,2.53,1.54
03-Jun-20,23.5,2.86,1.51,10061.55,1.54,0.82
04-Jun-20,23.42,2.85,1.52,10029.1,0.82,-0.32
05-Jun-20,23.91,2.89,1.5,10142.15,-0.32,1.12
08-Jun-20,23.97,2.89,1.5,10167.45,1.12,0.25
09-Jun-20,24.25,2.86,1.52,10046.65,0.25,-1.2
10-Jun-20,24.41,2.88,1.51,10116.15,-1.2,0.69
11-Jun-20,23.9,2.82,1.54,9902,0.69,-2.14
12-Jun-20,24.08,2.84,1.53,9972.9,-2.14,0.71
15-Jun-20,23.69,2.79,1.55,9813.7,0.71,-1.61
16-Jun-20,24.31,2.82,1.54,9914,-1.61,1.02
17-Jun-20,24.59,2.81,1.54,9881.15,1.02,-0.33
18-Jun-20,25.11,2.87,1.51,10091.65,-0.33,2.11
19-Jun-20,25.49,2.92,1.49,10244.4,2.11,1.5
22-Jun-20,25.66,2.94,1.48,10311.2,1.5,0.65
23-Jun-20,26.05,2.98,1.45,10471,0.65,1.54
24-Jun-20,25.63,2.93,1.48,10305.3,1.54,-1.6
25-Jun-20,25.59,2.93,1.48,10288.9,-1.6,-0.16
26-Jun-20,26.67,2.97,1.54,10383,-0.16,0.91
29-Jun-20,26.49,2.95,1.55,10312.4,0.91,-0.68
30-Jun-20,26.32,2.94,1.55,10302.1,-0.68,-0.1
01-Jul-20,26.97,2.98,1.54,10430.05,-0.1,1.23
02-Jul-20,27.63,3.01,1.52,10551.7,1.23,1.16
03-Jul-20,27.78,3.03,1.51,10607.35,1.16,0.53
06-Jul-20,28.13,3.07,1.49,10763.65,0.53,1.46
07-Jul-20,28.22,3.08,1.49,10799.65,1.46,0.33
08-Jul-20,27.98,3.05,1.5,10705.75,0.33,-0.87
09-Jul-20,28.26,3.08,1.48,10813.45,-0.87,1
10-Jul-20,28.27,3.07,1.49,10768.05,1,-0.42
13-Jul-20,28.36,3.08,1.49,10802.7,-0.42,0.32
14-Jul-20,27.85,3.02,1.51,10607.35,0.32,-1.82
15-Jul-20,27.88,3.03,1.51,10618.2,-1.82,0.1
16-Jul-20,28.19,3.06,1.49,10739.95,0.1,1.14
17-Jul-20,28.55,3.11,1.47,10901.7,1.14,1.49
20-Jul-20,28.86,3.14,1.46,11022.2,1.49,1.1
21-Jul-20,29.01,3.18,1.44,11162.25,1.1,1.26
22-Jul-20,28.93,3.17,1.44,11132.6,1.26,-0.27
23-Jul-20,29.2,3.2,1.43,11215.45,-0.27,0.74
24-Jul-20,29.35,3.19,1.43,11194.15,0.74,-0.19
27-Jul-20,29.18,3.17,1.44,11131.8,-0.19,-0.56
28-Jul-20,29.87,3.14,1.49,11300.55,-0.56,1.5
29-Jul-20,29.59,3.1,1.54,11202.85,1.5,-0.87
30-Jul-20,29.46,3.07,1.56,11102.15,-0.87,-0.9
31-Jul-20,30.2,3.12,1.49,11073.45,-0.9,-0.26
03-Aug-20,29.7,3.07,1.51,10891.6,-0.26,-1.66
04-Aug-20,30.39,3.12,1.49,11095.25,-1.66,1.85
05-Aug-20,30.41,3.13,1.48,11101.65,1.85,0.06
06-Aug-20,30.68,3.15,1.47,11200.15,0.06,0.88
07-Aug-20,30.72,3.16,1.47,11214.05,0.88,0.12
10-Aug-20,31.23,3.17,1.46,11270.15,0.12,0.5
11-Aug-20,31.37,3.19,1.46,11322.5,0.5,0.46
12-Aug-20,31.33,3.18,1.46,11308.4,0.46,-0.12
13-Aug-20,31.42,3.18,1.46,11300.45,-0.12,-0.07
14-Aug-20,31.09,3.15,1.47,11178.4,-0.07,-1.09
17-Aug-20,31.64,3.17,1.46,11247.1,-1.09,0.61
18-Aug-20,32.03,3.21,1.45,11385.35,0.61,1.22
19-Aug-20,32.09,3.21,1.44,11408.4,1.22,0.2
20-Aug-20,31.91,3.17,1.49,11312.2,0.2,-0.85
21-Aug-20,32.08,3.18,1.47,11371.6,-0.85,0.52
24-Aug-20,32.41,3.21,1.46,11466.45,0.52,0.83
25-Aug-20,32.43,3.21,1.46,11472.25,0.83,0.05
26-Aug-20,32.64,3.23,1.45,11549.6,0.05,0.67
27-Aug-20,32.67,3.23,1.45,11559.25,0.67,0.08
28-Aug-20,32.92,3.26,1.43,11647.6,0.08,0.76
31-Aug-20,32.29,3.2,1.46,11387.5,0.76,-2.26
01-Sep-20,32.53,3.22,1.45,11470.25,-2.26,0.72
02-Sep-20,32.71,3.24,1.44,11535,0.72,0.56
03-Sep-20,33.04,3.24,1.45,11527.45,0.56,-0.07
04-Sep-20,32.49,3.18,1.48,11333.85,-0.07,-1.69
07-Sep-20,32.55,3.19,1.48,11355.05,-1.69,0.19
08-Sep-20,32.44,3.18,1.48,11317.35,0.19,-0.33
09-Sep-20,32.33,3.17,1.49,11278,-0.33,-0.35
10-Sep-20,32.82,3.22,1.46,11449.25,-0.35,1.51
11-Sep-20,32.86,3.22,1.46,11464.45,1.51,0.13
14-Sep-20,32.79,3.21,1.47,11440.05,0.13,-0.21
15-Sep-20,33.03,3.2,1.42,11521.8,-0.21,0.71
16-Sep-20,33.26,3.23,1.41,11604.55,0.71,0.72
17-Sep-20,33.01,3.2,1.42,11516.1,0.72,-0.77
18-Sep-20,32.98,3.2,1.42,11504.95,-0.77,-0.1
21-Sep-20,32.25,3.13,1.45,11250.55,-0.1,-2.24
22-Sep-20,31.97,3.1,1.47,11153.65,-2.24,-0.87
23-Sep-20,31.91,3.1,1.47,11131.85,-0.87,-0.2
24-Sep-20,30.97,3.01,1.51,10805.55,-0.2,-2.98
25-Sep-20,32.12,3.13,1.44,11050.25,-2.98,2.24
28-Sep-20,32.63,3.18,1.41,11227.55,2.24,1.59
29-Sep-20,32.62,3.18,1.42,11222.4,1.59,-0.05
30-Sep-20,32.69,3.19,1.41,11247.55,-0.05,0.22
01-Oct-20,33.18,3.23,1.39,11416.95,0.22,1.49
05-Oct-20,33.43,3.26,1.38,11503.35,1.49,0.75
06-Oct-20,33.9,3.3,1.36,11662.4,0.75,1.37
07-Oct-20,34.12,3.32,1.35,11738.85,1.37,0.65
08-Oct-20,34.4,3.35,1.34,11834.6,0.65,0.81
09-Oct-20,34.71,3.37,1.33,11914.2,0.81,0.67
12-Oct-20,34.76,3.38,1.33,11930.95,0.67,0.14
13-Oct-20,34.77,3.38,1.33,11934.5,0.14,0.03
14-Oct-20,34.87,3.39,1.33,11971.05,0.03,0.31
15-Oct-20,34.03,3.31,1.36,11680.35,0.31,-2.46
16-Oct-20,34.13,3.33,1.35,11762.45,-2.46,0.7
19-Oct-20,34.43,3.36,1.34,11873.05,0.7,0.94
20-Oct-20,34.28,3.37,1.33,11896.8,0.94,0.2
21-Oct-20,34.4,3.38,1.33,11937.65,0.2,0.34
22-Oct-20,34.27,3.37,1.33,11896.45,0.34,-0.35
23-Oct-20,34.37,3.38,1.33,11930.35,-0.35,0.28
26-Oct-20,33.95,3.33,1.35,11767.75,0.28,-1.37
27-Oct-20,34.49,3.37,1.34,11889.4,-1.37,1.03
28-Oct-20,33.94,3.32,1.35,11729.6,1.03,-1.35
29-Oct-20,31.56,3.3,1.36,11670.8,-1.35,-0.5
30-Oct-20,31.9,3.3,1.36,11642.4,-0.5,-0.24
02-Nov-20,31.43,3.3,1.36,11669.15,-0.24,0.23
03-Nov-20,31.82,3.34,1.34,11813.5,0.23,1.23
04-Nov-20,32.27,3.37,1.33,11908.5,1.23,0.8
05-Nov-20,32.84,3.43,1.31,12120.3,0.8,1.76
06-Nov-20,33.09,3.47,1.29,12263.55,1.76,1.17
09-Nov-20,33.62,3.53,1.27,12461.05,1.17,1.6
10-Nov-20,34.18,3.58,1.26,12631.1,1.6,1.36
11-Nov-20,34.5,3.61,1.25,12749.15,1.36,0.93
12-Nov-20,34.48,3.59,1.25,12690.8,0.93,-0.46
13-Nov-20,34.57,3.6,1.25,12719.95,-0.46,0.23
14-Nov-20,34.73,3.62,1.24,12780.25,0.23,0.47
17-Nov-20,34.93,3.64,1.23,12874.2,0.47,0.73
18-Nov-20,35.59,3.66,1.23,12938.25,0.73,0.5
19-Nov-20,35.12,3.61,1.24,12771.7,0.5,-1.3
20-Nov-20,35.36,3.64,1.23,12859.05,-1.3,0.68
23-Nov-20,35.55,3.66,1.23,12926.45,0.68,0.52
24-Nov-20,35.9,3.7,1.22,13055.15,0.52,0.99
25-Nov-20,35.36,3.64,1.23,12858.4,0.99,-1.52
26-Nov-20,35.71,3.68,1.22,12987,-1.52,1
27-Nov-20,35.66,3.67,1.22,12968.95,1,-0.14
01-Dec-20,36.05,3.71,1.21,13109.05,-0.14,1.07
02-Dec-20,36.06,3.71,1.21,13113.75,1.07,0.04
03-Dec-20,36.12,3.72,1.21,13133.9,0.04,0.15
04-Dec-20,36.46,3.75,1.2,13258.55,0.15,0.94
07-Dec-20,36.73,3.78,1.19,13355.75,0.94,0.73
08-Dec-20,36.83,3.79,1.19,13392.95,0.73,0.28
09-Dec-20,37.2,3.83,1.17,13529.1,0.28,1.01
10-Dec-20,37.06,3.81,1.18,13478.3,1.01,-0.38
11-Dec-20,37.16,3.82,1.18,13513.85,-0.38,0.26
14-Dec-20,37.28,3.84,1.17,13558.15,0.26,0.33
15-Dec-20,37.31,3.84,1.17,13567.85,0.33,0.07
16-Dec-20,37.63,3.87,1.16,13682.7,0.07,0.84
17-Dec-20,37.79,3.89,1.16,13740.7,0.84,0.42
18-Dec-20,37.84,3.89,1.15,13760.55,0.42,0.14
21-Dec-20,36.65,3.77,1.19,13328.4,0.14,-3.19
22-Dec-20,37.03,3.81,1.18,13466.3,-3.19,1.03
23-Dec-20,37.4,3.85,1.17,13601.1,1.03,1
24-Dec-20,37.81,3.89,1.15,13749.25,1,1.08
28-Dec-20,38.15,3.93,1.14,13873.2,1.08,0.9
29-Dec-20,38.31,3.94,1.14,13932.6,0.9,0.43
30-Dec-20,38.45,3.96,1.14,13981.95,0.43,0.35
31-Dec-20,38.45,3.96,1.14,13981.75,0.35,0
01-Jan-21,38.55,3.97,1.13,14018.5,0,0.26
04-Jan-21,38.87,4.01,1.12,14132.9,0.26,0.81
05-Jan-21,39.05,4.02,1.12,14199.5,0.81,0.47
06-Jan-21,38.9,4.01,1.12,14146.25,0.47,-0.38
07-Jan-21,38.88,4.01,1.12,14137.35,-0.38,-0.06
08-Jan-21,39.45,4.07,1.11,14347.25,-0.06,1.47
11-Jan-21,39.72,4.1,1.1,14484.75,1.47,0.95
12-Jan-21,39.94,4.13,1.09,14563.45,0.95,0.54
13-Jan-21,39.94,4.13,1.09,14564.85,0.54,0.01
14-Jan-21,40.03,4.14,1.09,14595.6,0.01,0.21
15-Jan-21,39.34,4.09,1.1,14433.7,0.21,-1.12
18-Jan-21,38.92,4.05,1.11,14281.3,-1.12,-1.06
19-Jan-21,39.22,4.12,1.09,14521.15,-1.06,1.67
20-Jan-21,39.55,4.15,1.08,14644.7,1.67,0.85
21-Jan-21,39.41,4.13,1.09,14590.35,0.85,-0.37
22-Jan-21,38.86,4.07,1.1,14371.9,-0.37,-1.51
25-Jan-21,38.42,4.04,1.11,14238.9,-1.51,-0.93
27-Jan-21,37.52,3.96,1.14,13967.5,-0.93,-1.92
28-Jan-21,36.96,3.92,1.15,13817.55,-1.92,-1.08
29-Jan-21,36.57,3.86,1.16,13634.6,-1.08,-1.33
01-Feb-21,38.26,4.05,1.11,14281.2,-1.33,4.63
02-Feb-21,38.79,4.15,1.08,14647.85,4.63,2.53
03-Feb-21,39.16,4.19,1.07,14789.95,2.53,0.97
04-Feb-21,40.81,4.22,1.07,14895.65,0.97,0.71
05-Feb-21,41.46,4.23,1.06,14924.25,0.71,0.19
08-Feb-21,42,4.28,1.05,15115.8,0.19,1.28
09-Feb-21,41.97,4.28,1.05,15109.3,1.28,-0.04
10-Feb-21,41.81,4.28,1.05,15106.5,-0.04,-0.02
11-Feb-21,41.65,4.3,1.05,15173.3,-0.02,0.44
12-Feb-21,41.58,4.3,1.05,15163.3,0.44,-0.07
15-Feb-21,41.59,4.34,1.04,15314.7,-0.07,0.99
16-Feb-21,41.78,4.34,1.04,15313.45,0.99,-0.01
17-Feb-21,41.49,4.31,1.04,15208.9,-0.01,-0.69
18-Feb-21,41.26,4.28,1.05,15118.95,-0.69,-0.59
19-Feb-21,40.88,4.24,1.06,14981.75,-0.59,-0.91
22-Feb-21,40.05,4.16,1.08,14675.7,-0.91,-2.06
23-Feb-21,40.14,4.17,1.08,14707.8,-2.06,0.22
24-Feb-21,40.88,4.24,1.06,14982,0.22,1.85
25-Feb-21,41.2,4.28,1.05,15097.35,1.85,0.77
26-Feb-21,39.65,4.12,1.09,14529.15,0.77,-3.84
01-Mar-21,40.28,4.18,1.08,14761.55,-3.84,1.59
02-Mar-21,40.71,4.23,1.06,14919.1,1.59,1.06
03-Mar-21,41.6,4.32,1.04,15245.6,1.06,2.16
04-Mar-21,41.15,4.27,1.05,15080.75,2.16,-1.09
05-Mar-21,40.76,4.23,1.06,14938.1,-1.09,-0.95
08-Mar-21,40.74,4.24,0,14956.2,-0.95,0.12
09-Mar-21,41.12,4.28,1.05,15098.4,0.12,0.95
10-Mar-21,41.33,4.3,1.05,15174.8,0.95,0.5
12-Mar-21,40.94,4.26,1.06,15030.95,0.5,-0.95
15-Mar-21,40.66,4.23,1.06,14929.5,-0.95,-0.68
16-Mar-21,40.61,4.23,1.07,14910.45,-0.68,-0.13
17-Mar-21,40.1,4.17,1.08,14721.3,-0.13,-1.28
18-Mar-21,39.65,4.13,1.09,14557.85,-1.28,-1.12
19-Mar-21,40.16,4.18,1.08,14744,-1.12,1.27
22-Mar-21,40.14,4.18,1.08,14736.4,1.27,-0.05
23-Mar-21,40.35,4.2,1.07,14814.75,-0.05,0.53
24-Mar-21,39.63,4.12,1.09,14549.4,0.53,-1.81
25-Mar-21,39.02,4.06,1.11,14324.9,-1.81,-1.56
26-Mar-21,39.51,4.11,1.09,14507.3,-1.56,1.27
30-Mar-21,40.43,4.21,1.07,14845.1,1.27,2.3
31-Mar-21,33.2,4.2,0.96,14690.7,2.3,-1.05
01-Apr-21,33.6,4.25,0.95,14867.35,-1.05,1.2
05-Apr-21,33.08,4.19,0.97,14637.8,1.2,-1.56
06-Apr-21,33.18,4.2,0.96,14683.5,-1.56,0.31
07-Apr-21,33.49,4.24,0.95,14819.05,0.31,0.92
08-Apr-21,33.61,4.25,0.96,14873.8,0.92,0.37
09-Apr-21,33.53,4.24,0.97,14834.85,0.37,-0.26
12-Apr-21,32.34,4.09,1,14310.8,-0.26,-3.6
13-Apr-21,32.72,4.15,0.99,14504.8,-3.6,1.35
15-Apr-21,32.78,4.17,0.98,14581.45,1.35,0.53
16-Apr-21,32.84,4.18,0.98,14617.85,0.53,0.25
19-Apr-21,32.12,4.11,1,14359.45,0.25,-1.78
20-Apr-21,31.97,4.09,1,14296.4,-1.78,-0.44
22-Apr-21,32.22,4.12,0.99,14406.15,-0.44,0.76
23-Apr-21,32.07,4.11,1,14341.35,0.76,-0.45
26-Apr-21,32.39,4.15,0.99,14485,-0.45,1
27-Apr-21,32.28,4.2,0.98,14653.05,1,1.15
28-Apr-21,32.72,4.26,0.96,14864.55,1.15,1.43
29-Apr-21,32.79,4.26,0.99,14894.9,1.43,0.2
30-Apr-21,32.21,4.19,1,14631.1,0.2,-1.79
03-May-21,31.54,4.19,1,14634.15,-1.79,0.02
04-May-21,30.47,4.15,1.01,14496.5,0.02,-0.95
05-May-21,30.65,4.19,1,14617.85,-0.95,0.83
06-May-21,30.82,4.22,1,14724.8,0.83,0.73
07-May-21,30.23,4.24,0.99,14823.15,0.73,0.67
10-May-21,30.43,4.28,0.98,14942.35,0.67,0.8
11-May-21,30.14,4.25,0.99,14850.75,0.8,-0.61
12-May-21,29.83,4.21,1,14696.5,-0.61,-1.04
14-May-21,29.79,4.2,1,14677.8,-1.04,-0.13
17-May-21,30.2,4.27,0.98,14923.15,-0.13,1.66
18-May-21,30.53,4.33,0.97,15108.1,1.66,1.23
19-May-21,29.98,4.3,0.98,15030.15,1.23,-0.52
20-May-21,29.59,4.27,0.99,14906.05,-0.52,-0.83
21-May-21,29.48,4.34,0.97,15175.3,-0.83,1.79
24-May-21,29.52,4.35,0.97,15197.7,1.79,0.15
25-May-21,29.25,4.35,1,15208.45,0.15,0.07
26-May-21,29.41,4.38,0.99,15301.45,0.07,0.61
27-May-21,29.48,4.39,0.99,15337.85,0.61,0.24
28-May-21,28.98,4.42,0.98,15435.65,0.24,0.64
31-May-21,29.22,4.39,1.06,15582.8,0.64,0.95
01-Jun-21,28.87,4.39,1.07,15574.85,0.95,-0.05
02-Jun-21,28.88,4.39,1.06,15576.2,-0.05,0.01
03-Jun-21,29.1,4.43,1.07,15690.35,0.01,0.73
04-Jun-21,29.06,4.42,1.07,15670.25,0.73,-0.13
07-Jun-21,29.21,4.44,1.07,15751.65,-0.13,0.52
08-Jun-21,29.19,4.44,1.07,15740.1,0.52,-0.07
09-Jun-21,28.99,4.41,1.07,15635.35,-0.07,-0.67
10-Jun-21,29.18,4.44,1.15,15737.75,-0.67,0.65
11-Jun-21,29.3,4.46,1.18,15799.35,0.65,0.39
14-Jun-21,29.32,4.46,1.2,15811.85,0.39,0.08
15-Jun-21,29.43,4.48,1.2,15869.25,0.08,0.36
16-Jun-21,29.24,4.45,1.2,15767.55,0.36,-0.64
17-Jun-21,29.1,4.43,1.24,15691.4,-0.64,-0.48
18-Jun-21,29.08,4.32,1.24,15683.35,-0.48,-0.05
21-Jun-21,29.19,4.31,1.22,15746.5,-0.05,0.4
22-Jun-21,29.05,4.32,1.21,15772.75,0.4,0.17
23-Jun-21,28.89,4.3,1.22,15686.95,0.17,-0.55
24-Jun-21,29.08,4.32,1.22,15790.45,-0.55,0.66
25-Jun-21,29.21,4.34,1.21,15860.35,0.66,0.44
28-Jun-21,29.12,4.33,1.22,15814.7,0.44,-0.29
29-Jun-21,29,4.31,1.26,15748.45,-0.29,-0.42
30-Jun-21,28.33,4.24,1.26,15721.5,-0.42,-0.17
01-Jul-21,28.26,4.23,1.27,15680,-0.17,-0.26
02-Jul-21,28.33,4.24,1.23,15722.2,-0.26,0.27
05-Jul-21,28.53,4.27,1.23,15834.35,0.27,0.71
06-Jul-21,28.5,4.26,1.1,15818.25,0.71,-0.1
07-Jul-21,28.62,4.28,1.1,15879.65,-0.1,0.39
08-Jul-21,28.34,4.24,1.14,15727.9,0.39,-0.96
09-Jul-21,28.27,4.23,1.09,15689.8,-0.96,-0.24
12-Jul-21,28.21,4.23,1.09,15692.6,-0.24,0.02
13-Jul-21,28.43,4.26,1.08,15812.35,0.02,0.76
14-Jul-21,28.5,4.27,1.09,15853.95,0.76,0.26
15-Jul-21,28.63,4.29,1.1,15924.2,0.26,0.44
16-Jul-21,28.53,4.29,1.09,15923.4,0.44,-0.01
19-Jul-21,28.23,4.25,1.11,15752.4,-0.01,-1.08
20-Jul-21,27.89,4.21,1.11,15632.1,-1.08,-0.77
22-Jul-21,28.22,4.26,1.11,15824.05,-0.77,1.22
23-Jul-21,28.28,4.16,1.13,15856.05,1.22,0.2
26-Jul-21,28.13,4.13,1.13,15824.45,0.2,-0.2
27-Jul-21,27.45,4.11,1.14,15746.45,-0.2,-0.49
28-Jul-21,26.98,4.1,1.18,15709.4,-0.49,-0.24
29-Jul-21,27.08,4.12,1.19,15778.45,-0.24,0.44
30-Jul-21,27.01,4.12,1.18,15763.05,0.44,-0.1
02-Aug-21,27.21,4.15,1.17,15885.15,-0.1,0.77
03-Aug-21,27.31,4.21,1.15,16130.75,0.77,1.53
04-Aug-21,27.39,4.25,1.14,16258.8,1.53,0.79
05-Aug-21,26.72,4.25,1.14,16294.6,0.79,0.22
06-Aug-21,26.51,4.24,1.13,16238.2,0.22,-0.35
09-Aug-21,26.53,4.25,1.13,16258.25,-0.35,0.12
10-Aug-21,26.35,4.24,1.13,16280.1,0.12,0.13
11-Aug-21,26.34,4.24,1.13,16282.25,0.13,0.01
12-Aug-21,26.25,4.26,1.14,16364.4,0.01,0.5
13-Aug-21,26.51,4.3,1.1,16529.1,0.5,1
16-Aug-21,25.62,4.31,1.1,16563.05,1,0.21
17-Aug-21,25.46,4.21,1.1,16614.6,0.21,0.31
18-Aug-21,25.39,4.19,1.1,16568.85,0.31,-0.28
20-Aug-21,25.21,4.16,1.11,16450.5,-0.28,-0.72
23-Aug-21,25.28,4.18,1.11,16496.45,-0.72,0.28
24-Aug-21,25.47,4.21,1.1,16624.6,0.28,0.77
25-Aug-21,25.49,4.21,1.1,16634.65,0.77,0.06
26-Aug-21,25.49,4.21,1.08,16636.9,0.06,0.01
27-Aug-21,25.6,4.23,1.08,16705.2,0.01,0.41
30-Aug-21,25.94,4.29,1.06,16931.05,0.41,1.34
31-Aug-21,26.25,4.33,1.05,17132.2,1.34,1.18
01-Sep-21,26.17,4.32,1.05,17076.25,1.18,-0.33
02-Sep-21,26.41,4.36,1.04,17234.15,-0.33,0.92
03-Sep-21,26.54,4.38,1.03,17323.6,0.92,0.52
06-Sep-21,26.63,4.39,1.03,17377.8,0.52,0.31
07-Sep-21,26.6,4.39,1.03,17362.1,0.31,-0.09
