Date,P/E,P/B,Div Yield %,Close,Previous Returns,Returns
28-Nov-16,21.55,3.08,1.36,8126.9,1.85,0.16
29-Nov-16,21.43,3.09,1.36,8142.1,0.16,0.19
30-Nov-16,21.61,3.12,1.34,8224.5,0.19,1.01
01-Dec-16,21.53,3.11,1.35,8192.9,1.01,-0.38
02-Dec-16,21.25,3.07,1.37,8086.8,-0.38,-1.3
05-Dec-16,21.34,3.08,1.36,8128.7,-1.3,0.52
06-Dec-16,21.56,3.09,1.36,8143.1,0.52,0.18
07-Dec-16,21.28,3.07,1.36,8102,0.18,-0.51
08-Dec-16,21.83,3.13,1.34,8246.8,-0.51,1.77
09-Dec-16,21.87,3.13,1.34,8261.7,1.77,0.18
12-Dec-16,21.45,3.1,1.35,8170.8,0.18,-1.11
13-Dec-16,21.59,3.12,1.34,8221.8,-1.11,0.62
14-Dec-16,21.48,3.1,1.35,8182.4,0.62,-0.48
15-Dec-16,21.41,3.09,1.35,8153.6,-0.48,-0.35
16-Dec-16,21.37,3.09,1.36,8139.4,-0.35,-0.17
19-Dec-16,21.3,3.07,1.36,8104.3,-0.17,-0.43
20-Dec-16,21.24,3.06,1.37,8082.4,-0.43,-0.27
21-Dec-16,21.16,3.06,1.37,8061.3,-0.27,-0.26
22-Dec-16,21.18,3.03,1.38,7979.1,-0.26,-1.02
23-Dec-16,21.39,3.03,1.38,7985.7,-1.02,0.08
26-Dec-16,21.36,3,1.4,7908.2,0.08,-0.98
27-Dec-16,21.7,3.05,1.37,8032.8,-0.98,1.56
28-Dec-16,21.71,3.05,1.37,8034.8,1.56,0.02
29-Dec-16,21.89,3.07,1.36,8103.6,0.02,0.85
30-Dec-16,21.93,3.1,1.35,8185.8,0.85,1.01
02-Jan-17,22.08,3.1,1.35,8179.5,1.01,-0.08
03-Jan-17,22.12,3.11,1.35,8192.2,-0.08,0.16
04-Jan-17,21.94,3.11,1.35,8190.5,0.16,-0.02
05-Jan-17,22.17,3.14,1.33,8273.8,-0.02,1.01
06-Jan-17,22.09,3.13,1.34,8243.8,1.01,-0.36
09-Jan-17,22.07,3.12,1.34,8236,-0.36,-0.09
10-Jan-17,22.39,3.14,1.33,8288.6,-0.09,0.64
11-Jan-17,22.42,3.18,1.32,8380.6,0.64,1.1
12-Jan-17,22.5,3.19,1.31,8407.2,1.1,0.32
13-Jan-17,22.47,3.18,1.31,8400.3,0.32,-0.08
16-Jan-17,22.5,3.19,1.31,8412.8,-0.08,0.15
17-Jan-17,22.4,3.18,1.32,8398,0.15,-0.18
18-Jan-17,22.39,3.19,1.31,8417,-0.18,0.23
19-Jan-17,22.44,3.2,1.31,8435.1,0.23,0.21
20-Jan-17,22.37,3.17,1.32,8349.3,0.21,-1.02
23-Jan-17,22.48,3.18,1.32,8391.5,-1.02,0.5
24-Jan-17,22.64,3.21,1.3,8475.8,0.5,1
25-Jan-17,22.98,3.26,1.28,8602.7,1,1.49
27-Jan-17,23,3.28,1.28,8641.2,1.49,0.45
30-Jan-17,22.98,3.27,1.28,8632.7,0.45,-0.1
31-Jan-17,22.86,3.25,1.29,8561.3,-0.1,-0.83
01-Feb-17,23.27,3.3,1.27,8716.4,-0.83,1.8
02-Feb-17,23.38,3.31,1.26,8734.2,1.8,0.2
03-Feb-17,23.29,3.31,1.26,8740.9,0.2,0.08
06-Feb-17,23.43,3.34,1.25,8801,0.08,0.69
07-Feb-17,23.31,3.32,1.26,8768.3,0.69,-0.37
08-Feb-17,23.28,3.32,1.26,8769,-0.37,0.01
09-Feb-17,23.31,3.33,1.26,8778.4,0.01,0.11
10-Feb-17,23.34,3.33,1.26,8793.5,0.11,0.17
13-Feb-17,23.15,3.34,1.25,8805,0.17,0.13
14-Feb-17,23.05,3.33,1.26,8792.3,0.13,-0.14
15-Feb-17,22.84,3.31,1.27,8724.7,-0.14,-0.77
16-Feb-17,23.08,3.33,1.26,8778,-0.77,0.61
17-Feb-17,23.1,3.34,1.25,8821.7,0.61,0.5
20-Feb-17,23.19,3.37,1.24,8879.2,0.5,0.65
21-Feb-17,23.27,3.38,1.24,8907.8,0.65,0.32
22-Feb-17,23.32,3.38,1.24,8926.9,0.32,0.21
23-Feb-17,23.36,3.39,1.24,8939.5,0.21,0.14
27-Feb-17,23.21,3.37,1.25,8896.7,0.14,-0.48
28-Feb-17,23.13,3.37,1.25,8879.6,-0.48,-0.19
01-Mar-17,23.3,3.39,1.24,8945.8,-0.19,0.74
02-Mar-17,23.11,3.37,1.25,8899.7,0.74,-0.52
03-Mar-17,23.1,3.37,1.25,8897.5,-0.52,-0.02
06-Mar-17,23.27,3.4,1.24,8963.4,-0.02,0.74
07-Mar-17,23.23,3.39,1.24,8946.9,0.74,-0.18
08-Mar-17,23.17,3.38,1.24,8924.3,-0.18,-0.25
09-Mar-17,23.18,3.38,1.24,8927,-0.25,0.03
10-Mar-17,23.2,3.39,1.24,8934.5,0.03,0.08
14-Mar-17,23.59,3.44,1.22,9087,0.08,1.69
15-Mar-17,23.59,3.44,1.22,9084.8,1.69,-0.02
16-Mar-17,23.77,3.47,1.21,9153.7,-0.02,0.76
17-Mar-17,23.78,3.47,1.21,9160,0.76,0.07
20-Mar-17,23.7,3.46,1.22,9126.8,0.07,-0.36
21-Mar-17,23.68,3.46,1.22,9121.5,-0.36,-0.06
22-Mar-17,23.45,3.42,1.23,9030.4,-0.06,-1
23-Mar-17,23.59,3.44,1.22,9086.3,-1,0.62
24-Mar-17,23.65,3.45,1.22,9108,0.62,0.24
27-Mar-17,23.49,3.43,1.23,9045.2,0.24,-0.69
28-Mar-17,23.63,3.45,1.22,9100.8,-0.69,0.61
29-Mar-17,23.74,3.47,1.21,9143.8,0.61,0.47
30-Mar-17,23.82,3.48,1.21,9173.7,0.47,0.33
31-Mar-17,23.26,3.5,1.25,9173.7,0.33,0
03-Apr-17,23.42,3.53,1.25,9237.8,0,0.7
05-Apr-17,23.49,3.54,1.24,9265.1,0.7,0.3
06-Apr-17,23.48,3.53,1.24,9261.9,0.3,-0.03
07-Apr-17,23.32,3.51,1.25,9198.3,-0.03,-0.69
10-Apr-17,23.28,3.5,1.25,9181.4,-0.69,-0.18
11-Apr-17,23.42,3.52,1.25,9237,-0.18,0.6
12-Apr-17,23.33,3.51,1.25,9203.4,0.6,-0.36
13-Apr-17,23.2,3.49,1.26,9150.8,-0.36,-0.57
17-Apr-17,23.17,3.49,1.26,9139.3,-0.57,-0.13
18-Apr-17,23.08,3.47,1.26,9105.1,-0.13,-0.37
19-Apr-17,23.08,3.47,1.26,9103.5,-0.37,-0.02
20-Apr-17,23.16,3.49,1.26,9136.4,-0.02,0.36
21-Apr-17,23.12,3.48,1.26,9119.4,0.36,-0.19
24-Apr-17,23.41,3.52,1.25,9217.9,-0.19,1.07
25-Apr-17,23.64,3.56,1.23,9306.6,1.07,0.96
26-Apr-17,23.75,3.57,1.23,9351.8,0.96,0.48
27-Apr-17,23.73,3.57,1.23,9342.1,0.48,-0.1
28-Apr-17,23.63,3.55,1.23,9304,-0.1,-0.41
02-May-17,23.66,3.56,1.23,9313.8,-0.41,0.11
03-May-17,23.65,3.56,1.23,9311.9,0.11,-0.02
04-May-17,23.77,3.58,1.23,9359.9,-0.02,0.51
05-May-17,23.59,3.55,1.24,9285.3,0.51,-0.8
08-May-17,23.66,3.56,1.23,9314,-0.8,0.31
09-May-17,23.67,3.56,1.23,9316.8,0.31,0.03
10-May-17,23.89,3.59,1.22,9407.3,0.03,0.97
11-May-17,23.93,3.6,1.22,9422.4,0.97,0.16
12-May-17,23.88,3.59,1.22,9400.9,0.16,-0.23
15-May-17,23.99,3.61,1.22,9445.4,-0.23,0.47
16-May-17,24.16,3.63,1.21,9512.2,0.47,0.7
17-May-17,25.23,3.64,1.2,9525.7,0.7,0.14
18-May-17,24.91,3.6,1.22,9429.4,0.14,-1.02
19-May-17,24.91,3.6,1.22,9427.9,-1.02,-0.02
22-May-17,24.94,3.61,1.22,9438.2,-0.02,0.11
23-May-17,24.8,3.59,1.22,9386.1,0.11,-0.55
24-May-17,24.73,3.58,1.23,9360.5,-0.55,-0.27
25-May-17,24.88,3.63,1.21,9509.7,-0.27,1.58
26-May-17,24.32,3.62,1.19,9595.1,1.58,0.89
29-May-17,24.31,3.62,1.19,9604.9,0.89,0.1
30-May-17,24.36,3.63,1.19,9624.5,0.1,0.2
31-May-17,24.35,3.62,1.19,9621.2,0.2,-0.03
01-Jun-17,24.34,3.62,1.19,9616.1,-0.03,-0.05
02-Jun-17,24.43,3.63,1.18,9653.5,-0.05,0.39
05-Jun-17,24.45,3.64,1.18,9675.1,0.39,0.22
06-Jun-17,24.35,3.63,1.19,9637.1,0.22,-0.39
07-Jun-17,24.48,3.64,1.18,9663.9,-0.39,0.28
08-Jun-17,24.43,3.63,1.18,9647.2,0.28,-0.17
09-Jun-17,24.38,3.64,1.18,9668.2,-0.17,0.22
12-Jun-17,24.25,3.62,1.19,9616.4,0.22,-0.54
13-Jun-17,24.27,3.62,1.19,9606.9,-0.54,-0.1
14-Jun-17,24.29,3.62,1.19,9618.1,-0.1,0.12
15-Jun-17,24.19,3.6,1.19,9578,0.12,-0.42
16-Jun-17,24,3.56,1.11,9588,-0.42,0.1
19-Jun-17,24.37,3.58,1.1,9657.5,0.1,0.72
20-Jun-17,24.36,3.58,1.1,9653.5,0.72,-0.04
21-Jun-17,24.31,3.57,1.11,9633.6,-0.04,-0.21
22-Jun-17,24.49,3.57,1.11,9630,-0.21,-0.04
23-Jun-17,24.37,3.54,1.11,9574.9,-0.04,-0.57
27-Jun-17,24.21,3.52,1.12,9511.4,-0.57,-0.67
28-Jun-17,24.15,3.51,1.12,9491.2,-0.67,-0.21
29-Jun-17,24.19,3.52,1.12,9504.1,-0.21,0.14
30-Jun-17,24.23,3.52,1.12,9520.9,0.14,0.18
03-Jul-17,24.47,3.56,1.11,9615,0.18,0.98
04-Jul-17,24.47,3.56,1.11,9613.3,0.98,-0.02
05-Jul-17,24.53,3.57,1.11,9637.6,-0.02,0.25
06-Jul-17,24.62,3.58,1.1,9674.5,0.25,0.38
07-Jul-17,24.6,3.58,1.1,9665.8,0.38,-0.09
10-Jul-17,24.87,3.62,1.09,9771,-0.09,1.08
11-Jul-17,24.91,3.62,1.09,9786,1.08,0.15
12-Jul-17,24.98,3.63,1.09,9816.1,0.15,0.31
13-Jul-17,25.17,3.66,1.08,9891.7,0.31,0.77
14-Jul-17,25.12,3.66,1.08,9886.3,0.77,-0.05
17-Jul-17,25.17,3.67,1.08,9915.9,-0.05,0.3
18-Jul-17,25.1,3.56,1.06,9827.1,0.3,-0.9
19-Jul-17,25.28,3.53,1.01,9899.6,-0.9,0.74
20-Jul-17,25.22,3.52,1.01,9873.3,0.74,-0.27
21-Jul-17,25.32,3.53,1.01,9915.2,-0.27,0.42
24-Jul-17,25.45,3.55,1,9966.4,0.42,0.52
25-Jul-17,25.45,3.55,1,9964.5,0.52,-0.02
26-Jul-17,25.57,3.57,1,10020,-0.02,0.56
27-Jul-17,25.56,3.57,1,10020,0.56,0
28-Jul-17,25.56,3.49,0.96,10014,0,-0.06
31-Jul-17,25.69,3.51,0.95,10077,-0.06,0.63
01-Aug-17,25.75,3.52,0.95,10114,0.63,0.37
02-Aug-17,25.63,3.51,0.95,10081,0.37,-0.33
03-Aug-17,25.5,3.49,0.96,10013,-0.33,-0.68
04-Aug-17,25.61,3.56,0.96,10066,-0.68,0.53
07-Aug-17,25.67,3.56,0.96,10057,0.53,-0.09
08-Aug-17,25.5,3.53,0.97,9978.5,-0.09,-0.78
09-Aug-17,25.31,3.51,0.97,9908,-0.78,-0.71
10-Aug-17,25.06,3.47,0.98,9820.2,-0.71,-0.89
11-Aug-17,24.8,3.43,0.99,9710.8,-0.89,-1.12
14-Aug-17,25.02,3.46,0.98,9794.1,-1.12,0.85
16-Aug-17,25.28,3.49,0.97,9897.3,0.85,1.05
17-Aug-17,25.3,3.5,0.97,9904.1,1.05,0.07
18-Aug-17,25.1,3.46,0.97,9837.4,0.07,-0.68
21-Aug-17,24.99,3.44,0.97,9754.3,-0.68,-0.85
22-Aug-17,25.25,3.44,0.97,9765.5,-0.85,0.11
23-Aug-17,25.45,3.47,0.96,9852.5,0.11,0.89
24-Aug-17,25.47,3.46,0.95,9857,0.89,0.05
28-Aug-17,25.61,3.48,0.94,9912.8,0.05,0.56
29-Aug-17,25.31,3.44,0.95,9796,0.56,-1.19
30-Aug-17,25.54,3.47,0.94,9884.4,-1.19,0.9
31-Aug-17,25.62,3.49,0.94,9917.9,0.9,0.34
01-Sep-17,25.99,3.51,0.93,9974.4,0.34,0.57
04-Sep-17,25.83,3.48,0.94,9912.8,0.57,-0.62
05-Sep-17,25.97,3.5,0.94,9952.2,-0.62,0.4
06-Sep-17,25.88,3.49,0.94,9916.2,0.4,-0.36
07-Sep-17,25.89,3.49,0.94,9929.9,-0.36,0.14
08-Sep-17,25.9,3.47,0.94,9934.8,0.14,0.05
11-Sep-17,26.11,3.5,0.93,10006,0.05,0.71
12-Sep-17,26.26,3.51,0.93,10093,0.71,0.87
13-Sep-17,26.23,3.51,0.93,10079,0.87,-0.14
14-Sep-17,26.25,3.51,0.93,10086,-0.14,0.07
15-Sep-17,26.24,3.51,0.94,10085,0.07,-0.01
18-Sep-17,26.42,3.53,0.94,10153,-0.01,0.67
19-Sep-17,26.4,3.53,0.94,10147,0.67,-0.06
20-Sep-17,26.39,3.53,0.94,10141,-0.06,-0.06
21-Sep-17,26.34,3.52,0.94,10121,-0.06,-0.2
22-Sep-17,25.95,3.47,0.95,9964.4,-0.2,-1.56
25-Sep-17,25.71,3.43,0.96,9872.6,-1.56,-0.93
26-Sep-17,25.71,3.43,0.96,9871.5,-0.93,-0.01
27-Sep-17,25.36,3.39,0.98,9735.7,-0.01,-1.39
28-Sep-17,25.44,3.4,0.97,9768.9,-1.39,0.34
29-Sep-17,25.43,3.35,1.17,9788.6,0.34,0.2
03-Oct-17,25.61,3.37,1.16,9859.5,0.2,0.72
04-Oct-17,25.75,3.39,1.15,9914.9,0.72,0.56
05-Oct-17,25.69,3.38,1.15,9888.7,0.56,-0.26
06-Oct-17,25.92,3.41,1.14,9979.7,-0.26,0.92
09-Oct-17,25.95,3.41,1.14,9988.7,0.92,0.09
10-Oct-17,26.02,3.42,1.14,10016,0.09,0.27
11-Oct-17,25.94,3.41,1.14,9984.8,0.27,-0.31
12-Oct-17,26.22,3.45,1.13,10096,-0.31,1.11
13-Oct-17,26.41,3.47,1.12,10167,1.11,0.7
16-Oct-17,26.55,3.46,1.12,10230,0.7,0.62
17-Oct-17,26.52,3.46,1.12,10234,0.62,0.04
18-Oct-17,26.44,3.45,1.12,10210,0.04,-0.23
19-Oct-17,26.28,3.43,1.12,10146,-0.23,-0.63
23-Oct-17,26.37,3.44,1.12,10184,-0.63,0.37
24-Oct-17,26.42,3.45,1.12,10207,0.37,0.23
25-Oct-17,26.63,3.48,1.11,10295,0.23,0.86
26-Oct-17,26.73,3.49,1.1,10343,0.86,0.47
27-Oct-17,26.67,3.49,1.11,10323,0.47,-0.19
30-Oct-17,26.77,3.5,1.1,10363,-0.19,0.39
31-Oct-17,26.38,3.49,1.08,10335,0.39,-0.27
01-Nov-17,26.49,3.52,1.07,10440,-0.27,1.01
02-Nov-17,26.63,3.52,1.07,10423,1.01,-0.16
03-Nov-17,26.87,3.53,1.07,10452,-0.16,0.28
06-Nov-17,26.74,3.53,1.07,10451,0.28,-0.01
07-Nov-17,26.48,3.49,1.08,10350,-0.01,-0.97
08-Nov-17,26.37,3.48,1.08,10303,-0.97,-0.46
09-Nov-17,26.31,3.48,1.08,10308,-0.46,0.05
10-Nov-17,26.35,3.48,1.08,10321,0.05,0.13
13-Nov-17,25.99,3.45,1.09,10224,0.13,-0.94
14-Nov-17,25.89,3.44,1.09,10186,-0.94,-0.37
15-Nov-17,25.72,3.41,1.1,10118,-0.37,-0.67
16-Nov-17,25.96,3.45,1.09,10214,-0.67,0.94
17-Nov-17,26.14,3.46,1.08,10283,0.94,0.67
20-Nov-17,26.18,3.47,1.08,10298,0.67,0.15
21-Nov-17,26.2,3.48,1.08,10326,0.15,0.27
22-Nov-17,26.4,3.48,1.08,10342,0.27,0.15
23-Nov-17,26.48,3.49,1.08,10348,0.15,0.06
24-Nov-17,26.59,3.5,1.07,10389,0.06,0.4
27-Nov-17,26.61,3.5,1.07,10399,0.4,0.1
28-Nov-17,26.53,3.49,1.07,10370,0.1,-0.28
29-Nov-17,26.51,3.49,1.07,10361,-0.28,-0.09
30-Nov-17,26.16,3.45,1.11,10226,-0.09,-1.31
01-Dec-17,25.9,3.41,1.12,10121,-1.31,-1.03
04-Dec-17,25.91,3.42,1.12,10127,-1.03,0.06
05-Dec-17,25.89,3.41,1.12,10118,0.06,-0.09
06-Dec-17,25.7,3.39,1.13,10044,-0.09,-0.73
07-Dec-17,26.01,3.43,1.12,10166,-0.73,1.21
08-Dec-17,26.26,3.46,1.11,10265,1.21,0.97
11-Dec-17,26.43,3.48,1.1,10322,0.97,0.55
12-Dec-17,26.22,3.45,1.11,10240,0.55,-0.8
13-Dec-17,26.1,3.44,1.11,10192,-0.8,-0.47
14-Dec-17,26.25,3.46,1.11,10252,-0.47,0.59
15-Dec-17,26.46,3.48,1.1,10333,0.59,0.79
18-Dec-17,26.6,3.5,1.09,10388,0.79,0.53
19-Dec-17,26.79,3.53,1.09,10463,0.53,0.72
20-Dec-17,26.75,3.52,1.09,10444,0.72,-0.18
21-Dec-17,26.74,3.52,1.09,10440,-0.18,-0.04
22-Dec-17,26.86,3.54,1.08,10493,-0.04,0.51
26-Dec-17,26.96,3.55,1.08,10531,0.51,0.36
27-Dec-17,26.85,3.54,1.08,10490,0.36,-0.39
28-Dec-17,26.82,3.53,1.08,10477,-0.39,-0.12
29-Dec-17,26.92,3.55,1.08,10530,-0.12,0.5
01-Jan-18,26.68,3.51,1.09,10435.55,0.5,-0.9
02-Jan-18,26.7,3.52,1.09,10442.2,-0.9,0.06
03-Jan-18,26.7,3.52,1.09,10443.2,0.06,0.01
04-Jan-18,26.86,3.54,1.08,10504.8,0.01,0.59
05-Jan-18,26.99,3.55,1.07,10558.85,0.59,0.51
08-Jan-18,27.16,3.58,1.07,10623.6,0.51,0.61
09-Jan-18,27.19,3.58,1.07,10637,0.61,0.13
10-Jan-18,27.18,3.58,1.07,10632.2,0.13,-0.05
11-Jan-18,27.23,3.59,1.06,10651.2,-0.05,0.18
12-Jan-18,27.28,3.6,1.06,10681.25,0.18,0.28
15-Jan-18,27.06,3.62,1.06,10741.55,0.28,0.56
16-Jan-18,26.96,3.61,1.06,10700.45,0.56,-0.38
17-Jan-18,27.18,3.64,1.05,10788.55,-0.38,0.82
18-Jan-18,27.25,3.65,1.05,10817,0.82,0.26
19-Jan-18,27.44,3.68,1.04,10894.7,0.26,0.72
22-Jan-18,27.62,3.7,1.03,10966.2,0.72,0.65
23-Jan-18,27.81,3.74,1.02,11083.7,0.65,1.07
24-Jan-18,27.66,3.74,1.02,11086,1.07,0.02
25-Jan-18,27.61,3.74,1.02,11069.65,0.02,-0.15
29-Jan-18,27.71,3.76,1.02,11130.4,-0.15,0.55
30-Jan-18,27.51,3.73,1.03,11049.65,0.55,-0.73
31-Jan-18,27.5,3.73,1.03,11027.7,-0.73,-0.2
01-Feb-18,27.48,3.72,1.03,11016.9,-0.2,-0.1
02-Feb-18,26.04,3.64,1.05,10760.6,-0.1,-2.35
05-Feb-18,25.78,3.6,1.06,10666.55,-2.35,-0.88
06-Feb-18,25.37,3.55,1.08,10498.25,-0.88,-1.59
07-Feb-18,25.32,3.54,1.08,10476.7,-1.59,-0.21
08-Feb-18,25.56,3.57,1.07,10576.85,-0.21,0.95
09-Feb-18,25.27,3.53,1.08,10454.95,0.95,-1.16
12-Feb-18,25.48,3.56,1.07,10539.75,-1.16,0.81
14-Feb-18,25.37,3.55,1.08,10500.9,0.81,-0.37
15-Feb-18,25.45,3.56,1.07,10545.5,-0.37,0.42
16-Feb-18,25.32,3.53,1.08,10452.3,0.42,-0.89
19-Feb-18,25.14,3.51,1.09,10378.4,-0.89,-0.71
20-Feb-18,25.09,3.5,1.09,10360.4,-0.71,-0.17
21-Feb-18,25.18,3.51,1.09,10397.45,-0.17,0.36
22-Feb-18,25.49,3.51,1.09,10382.7,0.36,-0.14
23-Feb-18,25.75,3.54,1.13,10491.05,-0.14,1.04
26-Feb-18,25.95,3.57,1.12,10582.6,1.04,0.87
27-Feb-18,25.87,3.57,1.12,10554.3,0.87,-0.27
28-Feb-18,25.68,3.54,1.13,10492.85,-0.27,-0.58
01-Mar-18,25.59,3.53,1.19,10458.35,-0.58,-0.33
05-Mar-18,25.4,3.5,1.2,10358.85,-0.33,-0.96
06-Mar-18,25.02,3.46,1.21,10249.25,-0.96,-1.06
07-Mar-18,24.79,3.43,1.28,10154.2,-1.06,-0.93
08-Mar-18,25,3.46,1.27,10242.65,-0.93,0.87
09-Mar-18,24.97,3.45,1.28,10226.85,0.87,-0.15
12-Mar-18,25.44,3.52,1.25,10421.4,-0.15,1.88
13-Mar-18,25.45,3.52,1.25,10426.85,1.88,0.05
14-Mar-18,25.41,3.52,1.25,10410.9,0.05,-0.15
15-Mar-18,25.28,3.5,1.26,10360.15,-0.15,-0.49
16-Mar-18,24.87,3.44,1.28,10195.15,-0.49,-1.61
19-Mar-18,24.61,3.41,1.29,10094.25,-1.61,-0.99
20-Mar-18,24.69,3.42,1.29,10124.35,-0.99,0.3
21-Mar-18,24.76,3.43,1.28,10155.25,0.3,0.3
22-Mar-18,24.67,3.42,1.29,10114.75,0.3,-0.4
23-Mar-18,24.38,3.38,1.3,9998.05,-0.4,-1.16
26-Mar-18,24.7,3.42,1.29,10130.65,-1.16,1.32
27-Mar-18,24.83,3.44,1.28,10184.15,1.32,0.53
28-Mar-18,24.66,3.42,1.29,10113.7,0.53,-0.69
02-Apr-18,25.35,3.51,1.26,10211.8,-0.69,0.97
03-Apr-18,25.43,3.52,1.25,10245,0.97,0.32
04-Apr-18,25.14,3.48,1.27,10128.4,0.32,-1.14
05-Apr-18,25.63,3.55,1.24,10325.15,-1.14,1.92
06-Apr-18,25.65,3.55,1.24,10331.6,1.92,0.06
09-Apr-18,25.76,3.57,1.23,10379.35,0.06,0.46
10-Apr-18,25.82,3.57,1.23,10402.25,0.46,0.22
11-Apr-18,25.86,3.58,1.23,10417.15,0.22,0.14
12-Apr-18,25.96,3.59,1.23,10458.65,0.14,0.4
13-Apr-18,26.01,3.6,1.22,10480.6,0.4,0.21
16-Apr-18,26.13,3.62,1.22,10528.35,0.21,0.45
17-Apr-18,26.18,3.63,1.22,10548.7,0.45,0.19
18-Apr-18,26.13,3.62,1.22,10526.2,0.19,-0.21
19-Apr-18,26.23,3.63,1.21,10565.3,-0.21,0.37
20-Apr-18,26.22,3.63,1.21,10564.05,0.37,-0.01
23-Apr-18,26.27,3.64,1.21,10584.7,-0.01,0.2
24-Apr-18,26.35,3.65,1.21,10614.35,0.2,0.28
25-Apr-18,26.24,3.63,1.21,10570.55,0.28,-0.41
26-Apr-18,26.36,3.65,1.21,10617.8,-0.41,0.45
27-Apr-18,26.54,3.67,1.2,10692.3,0.45,0.7
30-Apr-18,26.66,3.69,1.19,10739.35,0.7,0.44
02-May-18,26.6,3.68,1.2,10718.05,0.44,-0.2
03-May-18,26.51,3.67,1.2,10679.65,-0.2,-0.36
04-May-18,26.36,3.65,1.21,10618.25,-0.36,-0.58
07-May-18,26.6,3.68,1.2,10715.5,-0.58,0.91
08-May-18,26.6,3.68,1.2,10717.8,0.91,0.02
09-May-18,26.66,3.69,1.19,10741.7,0.02,0.22
10-May-18,26.6,3.68,1.2,10716.55,0.22,-0.23
11-May-18,26.82,3.71,1.19,10806.5,-0.23,0.84
14-May-18,26.82,3.71,1.19,10806.6,0.84,0
15-May-18,26.81,3.71,1.19,10801.85,0,-0.04
16-May-18,26.66,3.69,1.19,10741.1,-0.04,-0.56
17-May-18,26.52,3.67,1.2,10682.7,-0.56,-0.55
18-May-18,26.27,3.64,1.21,10596.4,-0.55,-0.81
21-May-18,26.08,3.61,1.22,10516.7,-0.81,-0.75
22-May-18,26.13,3.62,1.22,10536.7,-0.75,0.19
23-May-18,25.86,3.58,1.23,10430.35,0.19,-1.01
24-May-18,26.07,3.61,1.22,10513.85,-1.01,0.8
25-May-18,26.24,3.64,1.21,10605.15,0.8,0.86
28-May-18,27.23,3.67,1.2,10688.65,0.86,0.78
29-May-18,27.06,3.65,1.21,10633.3,0.78,-0.52
30-May-18,27.01,3.65,1.21,10614.35,-0.52,-0.18
31-May-18,27.19,3.69,1.23,10736.15,-0.18,1.14
01-Jun-18,27.09,3.68,1.23,10696.2,1.14,-0.37
04-Jun-18,26.92,3.66,1.24,10628.5,-0.37,-0.63
05-Jun-18,26.83,3.64,1.25,10593.15,-0.63,-0.33
06-Jun-18,27.06,3.67,1.23,10684.65,-0.33,0.86
07-Jun-18,27.27,3.7,1.23,10768.35,0.86,0.78
08-Jun-18,27.27,3.7,1.23,10767.65,0.78,-0.01
11-Jun-18,27.47,3.71,1.22,10786.95,-0.01,0.18
12-Jun-18,27.6,3.73,1.22,10842.85,0.18,0.52
13-Jun-18,27.54,3.73,1.22,10856.7,0.52,0.13
14-Jun-18,27.42,3.72,1.22,10808.05,0.13,-0.45
15-Jun-18,27.44,3.72,1.22,10817.7,-0.45,0.09
18-Jun-18,26.6,3.71,1.22,10799.85,0.09,-0.17
19-Jun-18,26.38,3.68,1.23,10710.45,-0.17,-0.83
20-Jun-18,26.52,3.7,1.22,10772.05,-0.83,0.57
21-Jun-18,26.43,3.69,1.23,10741.1,0.57,-0.29
22-Jun-18,26.63,3.72,1.22,10821.85,-0.29,0.75
25-Jun-18,26.48,3.7,1.23,10762.45,0.75,-0.55
26-Jun-18,26.02,3.7,1.23,10769.15,-0.55,0.06
27-Jun-18,25.73,3.67,1.24,10671.4,0.06,-0.91
28-Jun-18,25.57,3.64,1.25,10589.1,-0.91,-0.77
29-Jun-18,25.9,3.61,1.22,10714.3,-0.77,1.18
02-Jul-18,25.76,3.59,1.23,10657.3,1.18,-0.53
03-Jul-18,25.85,3.6,1.22,10699.9,-0.53,0.4
04-Jul-18,26.02,3.62,1.21,10769.9,0.4,0.65
05-Jul-18,26.69,3.62,1.21,10749.75,0.65,-0.19
06-Jul-18,26.62,3.63,1.21,10772.65,-0.19,0.21
09-Jul-18,26.82,3.65,1.2,10852.9,0.21,0.74
10-Jul-18,27.05,3.68,1.19,10947.25,0.74,0.87
11-Jul-18,27.2,3.68,1.19,10948.3,0.87,0.01
12-Jul-18,27.39,3.71,1.18,11023.2,0.01,0.68
13-Jul-18,27.38,3.71,1.18,11018.9,0.68,-0.04
16-Jul-18,27.17,3.68,1.19,10936.85,-0.04,-0.75
17-Jul-18,27.35,3.7,1.19,11008.05,-0.75,0.65
18-Jul-18,27.28,3.7,1.19,10980.45,0.65,-0.25
19-Jul-18,27.22,3.69,1.19,10957.1,-0.25,-0.21
20-Jul-18,27.36,3.59,1.22,11010.2,-0.21,0.48
23-Jul-18,27.54,3.61,1.21,11084.75,0.48,0.67
24-Jul-18,27.66,3.63,1.2,11134.3,0.67,0.45
25-Jul-18,27.66,3.63,1.2,11132,0.45,-0.02
26-Jul-18,27.75,3.64,1.2,11167.3,-0.02,0.32
27-Jul-18,28.02,3.67,1.19,11278.35,0.32,0.99
30-Jul-18,28.12,3.69,1.19,11319.55,0.99,0.36
31-Jul-18,28.22,3.7,1.18,11356.5,0.36,0.33
01-Aug-18,28.14,3.69,1.19,11346.2,0.33,-0.09
02-Aug-18,27.89,3.66,1.2,11244.7,-0.09,-0.9
03-Aug-18,28.23,3.7,1.18,11360.8,-0.9,1.03
